"product","record_date","open_value"
16,"2020-01-03",12.9
16,"2020-01-06",12.93
16,"2020-01-07",12.9
16,"2020-01-08",12.97
16,"2020-01-09",13.06
16,"2020-01-10",13.02
16,"2020-01-13",13.14
16,"2020-01-14",13.12
16,"2020-01-15",13.1
16,"2020-01-16",13.2
16,"2020-01-17",13.24
16,"2020-01-21",13.15
16,"2020-01-22",13.17
16,"2020-01-23",13.16
16,"2020-01-24",13.04
16,"2020-01-27",12.76
16,"2020-01-28",12.9
16,"2020-01-29",12.91
16,"2020-01-30",12.91
16,"2020-01-31",12.65
16,"2020-02-03",12.76
16,"2020-02-04",13.0
16,"2020-02-05",13.12
16,"2020-02-06",13.17
16,"2020-02-07",13.07
16,"2020-02-10",13.16
16,"2020-02-11",13.21
16,"2020-02-12",13.31
16,"2020-02-13",13.26
16,"2020-02-14",13.28
16,"2020-02-18",13.24
16,"2020-02-19",13.31
16,"2020-02-20",13.23
16,"2020-02-21",13.08
16,"2020-02-24",12.59
16,"2020-02-25",12.25
16,"2020-02-26",12.23
16,"2020-02-27",11.7
16,"2020-02-28",11.63
16,"2020-03-02",12.1
16,"2020-03-03",11.8
16,"2020-03-04",12.27
16,"2020-03-05",11.87
16,"2020-03-06",11.65
16,"2020-03-09",10.7
16,"2020-03-10",11.26
16,"2020-03-11",10.68
16,"2020-03-12",9.57
16,"2020-03-13",10.44
16,"2020-03-16",9.19
16,"2020-03-17",9.71
16,"2020-03-18",9.21
16,"2020-03-19",9.24
16,"2020-03-20",8.94
16,"2020-03-23",8.76
16,"2020-03-24",9.51
16,"2020-03-25",9.67
16,"2020-03-26",10.18
16,"2020-03-27",9.84
16,"2020-03-30",10.14
16,"2020-03-31",10.01
16,"2020-04-01",9.58
16,"2020-04-02",9.79
16,"2020-04-03",9.63
16,"2020-04-06",10.27
16,"2020-04-07",10.28
16,"2020-04-08",10.54
16,"2020-04-09",10.64
16,"2020-04-13",10.6
16,"2020-04-14",10.95
16,"2020-04-15",10.73
16,"2020-04-16",10.82
16,"2020-04-17",11.04
16,"2020-04-20",10.89
16,"2020-04-21",10.53
16,"2020-04-22",10.79
16,"2020-04-23",10.77
16,"2020-04-24",10.91
16,"2020-04-27",11.06
16,"2020-04-28",11.0
16,"2020-04-29",11.31
16,"2020-04-30",11.19
16,"2020-05-01",10.89
16,"2020-05-04",10.97
16,"2020-05-05",11.07
16,"2020-05-06",11.05
16,"2020-05-07",11.17
16,"2020-05-08",11.35
16,"2020-05-11",11.38
16,"2020-05-12",11.18
16,"2020-05-13",11.02
16,"2020-05-14",11.1
16,"2020-05-15",11.15
16,"2020-05-18",11.47
16,"2020-05-19",11.37
16,"2020-05-20",11.56
16,"2020-05-21",11.45
16,"2020-05-22",11.46
16,"2020-05-26",11.59
16,"2020-05-27",11.71
16,"2020-05-28",11.7
16,"2020-05-29",11.79
16,"2020-06-01",11.88
16,"2020-06-02",11.98
16,"2020-06-03",12.13
16,"2020-06-04",12.06
16,"2020-06-05",12.32
16,"2020-06-08",12.45
16,"2020-06-09",12.3
16,"2020-06-10",12.22
16,"2020-06-11",11.49
16,"2020-06-12",11.67
16,"2020-06-15",11.76
16,"2020-06-16",11.96
16,"2020-06-17",11.92
16,"2020-06-18",11.9
16,"2020-06-19",11.85
16,"2020-06-22",11.94
16,"2020-06-23",11.99
16,"2020-06-24",11.69
16,"2020-06-25",11.81
16,"2020-06-26",11.58
16,"2020-06-29",11.73
16,"2020-06-30",11.84
16,"2020-07-01",11.9
16,"2020-07-02",11.99
16,"2020-07-06",12.19
16,"2020-07-07",12.04
16,"2020-07-08",12.14
16,"2020-07-09",12.05
16,"2020-07-10",12.17
16,"2020-07-13",12.06
16,"2020-07-14",12.22
16,"2020-07-15",12.36
16,"2020-07-16",12.3
16,"2020-07-17",12.35
16,"2020-07-20",12.44
16,"2020-07-21",12.49
16,"2020-07-22",12.55
16,"2020-07-23",12.43
16,"2020-07-24",12.34
16,"2020-07-27",12.46
16,"2020-07-28",12.37
16,"2020-07-29",12.53
16,"2020-07-30",12.44
16,"2020-07-31",12.4
16,"2020-08-03",12.51
16,"2020-08-04",12.58
16,"2020-08-05",12.67
16,"2020-08-06",12.71
16,"2020-08-07",12.69
16,"2020-08-10",12.73
16,"2020-08-11",12.68
16,"2020-08-12",12.88
16,"2020-08-13",12.86
16,"2020-08-14",12.83
16,"2020-08-17",12.93
16,"2020-08-18",12.94
16,"2020-08-19",12.88
16,"2020-08-20",12.9
16,"2020-08-21",12.91
16,"2020-08-24",13.03
16,"2020-08-25",13.09
16,"2020-08-26",13.2
16,"2020-08-27",13.16
16,"2020-08-28",13.25
16,"2020-08-31",13.2
16,"2020-09-01",13.31
16,"2020-09-02",13.47
16,"2020-09-03",13.03
16,"2020-09-04",12.95
16,"2020-09-08",12.62
16,"2020-09-09",12.88
16,"2020-09-10",12.69
16,"2020-09-11",12.72
16,"2020-09-14",12.89
16,"2020-09-15",12.99
16,"2020-09-16",12.93
16,"2020-09-17",12.86
16,"2020-09-18",12.74
16,"2020-09-21",12.56
16,"2020-09-22",12.63
16,"2020-09-23",12.37
16,"2020-09-24",12.39
16,"2020-09-25",12.54
16,"2020-09-28",12.75
16,"2020-09-29",12.72
16,"2020-09-30",12.78
16,"2020-10-01",12.89
16,"2020-10-02",12.78
16,"2020-10-05",13.02
16,"2020-10-06",12.88
16,"2020-10-07",13.08
16,"2020-10-08",13.18
16,"2020-10-09",13.29
16,"2020-10-12",13.46
16,"2020-10-13",13.38
16,"2020-10-14",13.31
16,"2020-10-15",13.26
16,"2020-10-16",13.27
16,"2020-10-19",13.12
16,"2020-10-20",13.18
16,"2020-10-21",13.12
16,"2020-10-22",13.17
16,"2020-10-23",13.24
16,"2020-10-26",12.98
16,"2020-10-27",12.93
16,"2020-10-28",12.5
16,"2020-10-29",12.62
16,"2020-10-30",12.47
16,"2020-11-02",12.63
16,"2020-11-03",12.88
16,"2020-11-04",13.16
16,"2020-11-05",13.47
16,"2020-11-06",13.47
16,"2020-11-09",13.62
16,"2020-11-10",13.61
16,"2020-11-11",13.73
16,"2020-11-12",13.58
16,"2020-11-13",13.79
16,"2020-11-16",14.0
16,"2020-11-17",13.98
16,"2020-11-18",13.84
16,"2020-11-19",13.91
16,"2020-11-20",13.89
16,"2020-11-23",14.02
16,"2020-11-24",14.26
16,"2020-11-25",14.2
16,"2020-11-27",14.27
18,"2020-01-02",10.53
18,"2020-01-03",10.55
18,"2020-01-06",10.56
18,"2020-01-07",10.52
18,"2020-01-08",10.5
18,"2020-01-09",10.51
18,"2020-01-10",10.54
18,"2020-01-13",10.6
18,"2020-01-14",10.6
18,"2020-01-15",10.66
18,"2020-01-16",10.7
18,"2020-01-17",10.73
18,"2020-01-21",10.72
18,"2020-01-22",10.7
18,"2020-01-23",10.71
18,"2020-01-24",10.68
18,"2020-01-27",10.58
18,"2020-01-28",10.62
18,"2020-01-29",10.6
18,"2020-01-30",10.61
18,"2020-01-31",10.53
18,"2020-02-03",10.54
18,"2020-02-04",10.58
18,"2020-02-05",10.62
18,"2020-02-06",10.63
18,"2020-02-07",10.59
18,"2020-02-10",10.63
18,"2020-02-11",10.7
18,"2020-02-12",10.74
18,"2020-02-13",10.76
18,"2020-02-14",10.81
18,"2020-02-18",10.8
18,"2020-02-19",10.8
18,"2020-02-20",10.81
18,"2020-02-21",10.8
18,"2020-02-24",10.62
18,"2020-02-25",10.45
18,"2020-02-26",10.38
18,"2020-02-27",10.08
18,"2020-02-28",9.91
18,"2020-03-02",10.16
18,"2020-03-03",10.18
18,"2020-03-04",10.44
18,"2020-03-05",10.3
18,"2020-03-06",10.15
18,"2020-03-09",9.52
18,"2020-03-10",9.67
18,"2020-03-11",9.38
18,"2020-03-12",8.66
18,"2020-03-13",8.97
18,"2020-03-16",8.14
18,"2020-03-17",8.4
18,"2020-03-18",7.93
18,"2020-03-19",7.9
18,"2020-03-20",7.85
18,"2020-03-23",7.62
18,"2020-03-24",8.12
18,"2020-03-25",8.38
18,"2020-03-26",8.73
18,"2020-03-27",8.62
18,"2020-03-30",8.74
18,"2020-03-31",8.67
18,"2020-04-01",8.36
18,"2020-04-02",8.48
18,"2020-04-03",8.38
18,"2020-04-06",8.69
18,"2020-04-07",8.73
18,"2020-04-08",8.99
18,"2020-04-09",9.24
18,"2020-04-13",9.09
18,"2020-04-14",9.24
18,"2020-04-15",9.04
18,"2020-04-16",8.99
18,"2020-04-17",9.18
18,"2020-04-20",9.04
18,"2020-04-21",8.89
18,"2020-04-22",9.02
18,"2020-04-23",9.01
18,"2020-04-24",9.04
18,"2020-04-27",9.16
18,"2020-04-28",9.18
18,"2020-04-29",9.25
18,"2020-04-30",9.19
18,"2020-05-01",9.02
18,"2020-05-04",9.03
18,"2020-05-05",9.1
18,"2020-05-06",9.0
18,"2020-05-07",9.08
18,"2020-05-08",9.19
18,"2020-05-11",9.16
18,"2020-05-12",9.01
18,"2020-05-13",8.91
18,"2020-05-14",8.9
18,"2020-05-15",8.89
18,"2020-05-18",9.14
18,"2020-05-19",9.1
18,"2020-05-20",9.16
18,"2020-05-21",9.08
18,"2020-05-22",9.1
18,"2020-05-26",9.27
18,"2020-05-27",9.3
18,"2020-05-28",9.38
18,"2020-05-29",9.44
18,"2020-06-01",9.56
18,"2020-06-02",9.65
18,"2020-06-03",9.78
18,"2020-06-04",9.69
18,"2020-06-05",9.84
18,"2020-06-08",9.93
18,"2020-06-09",9.85
18,"2020-06-10",9.79
18,"2020-06-11",9.36
18,"2020-06-12",9.48
18,"2020-06-15",9.55
18,"2020-06-16",9.65
18,"2020-06-17",9.62
18,"2020-06-18",9.58
18,"2020-06-19",9.53
18,"2020-06-22",9.58
18,"2020-06-23",9.53
18,"2020-06-24",9.34
18,"2020-06-25",9.39
18,"2020-06-26",9.27
18,"2020-06-29",9.35
18,"2020-06-30",9.44
18,"2020-07-01",9.5
18,"2020-07-02",9.55
18,"2020-07-06",9.61
18,"2020-07-07",9.52
18,"2020-07-08",9.55
18,"2020-07-09",9.46
18,"2020-07-10",9.51
18,"2020-07-13",9.48
18,"2020-07-14",9.56
18,"2020-07-15",9.63
18,"2020-07-16",9.59
18,"2020-07-17",9.65
18,"2020-07-20",9.62
18,"2020-07-21",9.68
18,"2020-07-22",9.71
18,"2020-07-23",9.69
18,"2020-07-24",9.67
18,"2020-07-27",9.73
18,"2020-07-28",9.77
18,"2020-07-29",9.89
18,"2020-07-30",9.8
18,"2020-07-31",9.77
18,"2020-08-03",9.79
18,"2020-08-04",9.92
18,"2020-08-05",9.96
18,"2020-08-06",9.98
18,"2020-08-07",9.96
18,"2020-08-10",10.01
18,"2020-08-11",9.93
18,"2020-08-12",10.04
18,"2020-08-13",10.01
18,"2020-08-14",10.0
18,"2020-08-17",10.07
18,"2020-08-18",10.07
18,"2020-08-19",9.97
18,"2020-08-20",9.97
18,"2020-08-21",9.96
18,"2020-08-24",10.01
18,"2020-08-25",10.01
18,"2020-08-26",10.0
18,"2020-08-27",9.99
18,"2020-08-28",10.06
18,"2020-08-31",10.03
18,"2020-09-01",10.04
18,"2020-09-02",10.16
18,"2020-09-03",10.02
18,"2020-09-04",9.96
18,"2020-09-08",9.87
18,"2020-09-09",9.99
18,"2020-09-10",9.87
18,"2020-09-11",9.91
18,"2020-09-14",10.01
18,"2020-09-15",10.06
18,"2020-09-16",10.12
18,"2020-09-17",10.09
18,"2020-09-18",10.01
18,"2020-09-21",9.79
18,"2020-09-22",9.82
18,"2020-09-23",9.65
18,"2020-09-24",9.69
18,"2020-09-25",9.78
18,"2020-09-28",9.87
18,"2020-09-29",9.82
18,"2020-09-30",9.83
18,"2020-10-01",9.85
18,"2020-10-02",9.89
18,"2020-10-05",9.99
18,"2020-10-06",9.93
18,"2020-10-07",9.99
18,"2020-10-08",10.08
18,"2020-10-09",10.12
18,"2020-10-12",10.14
18,"2020-10-13",10.07
18,"2020-10-14",10.06
18,"2020-10-15",10.07
18,"2020-10-16",10.02
18,"2020-10-19",9.96
18,"2020-10-20",10.04
18,"2020-10-21",10.02
18,"2020-10-22",10.01
18,"2020-10-23",10.03
18,"2020-10-26",9.91
18,"2020-10-27",9.87
18,"2020-10-28",9.64
18,"2020-10-29",9.69
18,"2020-10-30",9.65
18,"2020-11-02",9.75
18,"2020-11-03",9.9
18,"2020-11-04",9.96
18,"2020-11-05",10.09
18,"2020-11-06",10.07
18,"2020-11-09",10.21
18,"2020-11-10",10.39
18,"2020-11-11",10.49
18,"2020-11-12",10.36
18,"2020-11-13",10.46
18,"2020-11-16",10.54
18,"2020-11-17",10.56
18,"2020-11-18",10.48
18,"2020-11-19",10.49
18,"2020-11-20",10.49
18,"2020-11-23",10.53
18,"2020-11-24",10.65
18,"2020-11-25",10.66
18,"2020-11-27",10.64
19,"2020-01-02",10.67
19,"2020-01-03",10.69
19,"2020-01-06",10.7
19,"2020-01-07",10.66
19,"2020-01-08",10.64
19,"2020-01-09",10.65
19,"2020-01-10",10.67
19,"2020-01-13",10.74
19,"2020-01-14",10.74
19,"2020-01-15",10.8
19,"2020-01-16",10.84
19,"2020-01-17",10.87
19,"2020-01-21",10.86
19,"2020-01-22",10.84
19,"2020-01-23",10.85
19,"2020-01-24",10.82
19,"2020-01-27",10.72
19,"2020-01-28",10.76
19,"2020-01-29",10.74
19,"2020-01-30",10.75
19,"2020-01-31",10.67
19,"2020-02-03",10.68
19,"2020-02-04",10.72
19,"2020-02-05",10.76
19,"2020-02-06",10.77
19,"2020-02-07",10.74
19,"2020-02-10",10.77
19,"2020-02-11",10.84
19,"2020-02-12",10.88
19,"2020-02-13",10.9
19,"2020-02-14",10.95
19,"2020-02-18",10.95
19,"2020-02-19",10.94
19,"2020-02-20",10.95
19,"2020-02-21",10.95
19,"2020-02-24",10.76
19,"2020-02-25",10.59
19,"2020-02-26",10.52
19,"2020-02-27",10.21
19,"2020-02-28",10.04
19,"2020-03-02",10.3
19,"2020-03-03",10.31
19,"2020-03-04",10.58
19,"2020-03-05",10.44
19,"2020-03-06",10.29
19,"2020-03-09",9.65
19,"2020-03-10",9.8
19,"2020-03-11",9.5
19,"2020-03-12",8.77
19,"2020-03-13",9.09
19,"2020-03-16",8.26
19,"2020-03-17",8.51
19,"2020-03-18",8.04
19,"2020-03-19",8.01
19,"2020-03-20",7.95
19,"2020-03-23",7.73
19,"2020-03-24",8.23
19,"2020-03-25",8.5
19,"2020-03-26",8.85
19,"2020-03-27",8.74
19,"2020-03-30",8.86
19,"2020-03-31",8.79
19,"2020-04-01",8.48
19,"2020-04-02",8.6
19,"2020-04-03",8.5
19,"2020-04-06",8.82
19,"2020-04-07",8.85
19,"2020-04-08",9.11
19,"2020-04-09",9.37
19,"2020-04-13",9.22
19,"2020-04-14",9.37
19,"2020-04-15",9.17
19,"2020-04-16",9.12
19,"2020-04-17",9.31
19,"2020-04-20",9.17
19,"2020-04-21",9.02
19,"2020-04-22",9.14
19,"2020-04-23",9.14
19,"2020-04-24",9.17
19,"2020-04-27",9.29
19,"2020-04-28",9.31
19,"2020-04-29",9.38
19,"2020-04-30",9.32
19,"2020-05-01",9.15
19,"2020-05-04",9.16
19,"2020-05-05",9.23
19,"2020-05-06",9.12
19,"2020-05-07",9.21
19,"2020-05-08",9.33
19,"2020-05-11",9.3
19,"2020-05-12",9.14
19,"2020-05-13",9.04
19,"2020-05-14",9.03
19,"2020-05-15",9.02
19,"2020-05-18",9.28
19,"2020-05-19",9.23
19,"2020-05-20",9.29
19,"2020-05-21",9.22
19,"2020-05-22",9.23
19,"2020-05-26",9.41
19,"2020-05-27",9.44
19,"2020-05-28",9.52
19,"2020-05-29",9.58
19,"2020-06-01",9.7
19,"2020-06-02",9.79
19,"2020-06-03",9.92
19,"2020-06-04",9.84
19,"2020-06-05",9.98
19,"2020-06-08",10.08
19,"2020-06-09",10.0
19,"2020-06-10",9.94
19,"2020-06-11",9.5
19,"2020-06-12",9.62
19,"2020-06-15",9.69
19,"2020-06-16",9.8
19,"2020-06-17",9.76
19,"2020-06-18",9.73
19,"2020-06-19",9.68
19,"2020-06-22",9.72
19,"2020-06-23",9.66
19,"2020-06-24",9.47
19,"2020-06-25",9.52
19,"2020-06-26",9.4
19,"2020-06-29",9.48
19,"2020-06-30",9.57
19,"2020-07-01",9.63
19,"2020-07-02",9.68
19,"2020-07-06",9.74
19,"2020-07-07",9.65
19,"2020-07-08",9.68
19,"2020-07-09",9.59
19,"2020-07-10",9.65
19,"2020-07-13",9.62
19,"2020-07-14",9.7
19,"2020-07-15",9.77
19,"2020-07-16",9.73
19,"2020-07-17",9.79
19,"2020-07-20",9.75
19,"2020-07-21",9.82
19,"2020-07-22",9.85
19,"2020-07-23",9.83
19,"2020-07-24",9.81
19,"2020-07-27",9.87
19,"2020-07-28",9.91
19,"2020-07-29",10.03
19,"2020-07-30",9.94
19,"2020-07-31",9.91
19,"2020-08-03",9.94
19,"2020-08-04",10.06
19,"2020-08-05",10.1
19,"2020-08-06",10.13
19,"2020-08-07",10.11
19,"2020-08-10",10.16
19,"2020-08-11",10.07
19,"2020-08-12",10.19
19,"2020-08-13",10.15
19,"2020-08-14",10.15
19,"2020-08-17",10.22
19,"2020-08-18",10.21
19,"2020-08-19",10.12
19,"2020-08-20",10.12
19,"2020-08-21",10.1
19,"2020-08-24",10.16
19,"2020-08-25",10.16
19,"2020-08-26",10.14
19,"2020-08-27",10.13
19,"2020-08-28",10.21
19,"2020-08-31",10.17
19,"2020-09-01",10.19
19,"2020-09-02",10.31
19,"2020-09-03",10.16
19,"2020-09-04",10.11
19,"2020-09-08",10.01
19,"2020-09-09",10.14
19,"2020-09-10",10.02
19,"2020-09-11",10.05
19,"2020-09-14",10.15
19,"2020-09-15",10.21
19,"2020-09-16",10.27
19,"2020-09-17",10.24
19,"2020-09-18",10.16
19,"2020-09-21",9.94
19,"2020-09-22",9.97
19,"2020-09-23",9.79
19,"2020-09-24",9.84
19,"2020-09-25",9.93
19,"2020-09-28",10.02
19,"2020-09-29",9.97
19,"2020-09-30",9.98
19,"2020-10-01",10.0
19,"2020-10-02",10.04
19,"2020-10-05",10.15
19,"2020-10-06",10.08
19,"2020-10-07",10.14
19,"2020-10-08",10.24
19,"2020-10-09",10.27
19,"2020-10-12",10.3
19,"2020-10-13",10.23
19,"2020-10-14",10.21
19,"2020-10-15",10.22
19,"2020-10-16",10.17
19,"2020-10-19",10.12
19,"2020-10-20",10.19
19,"2020-10-21",10.17
19,"2020-10-22",10.17
19,"2020-10-23",10.19
19,"2020-10-26",10.07
19,"2020-10-27",10.02
19,"2020-10-28",9.79
19,"2020-10-29",9.84
19,"2020-10-30",9.8
19,"2020-11-02",9.91
19,"2020-11-03",10.06
19,"2020-11-04",10.12
19,"2020-11-05",10.25
19,"2020-11-06",10.23
19,"2020-11-09",10.37
19,"2020-11-10",10.54
19,"2020-11-11",10.65
19,"2020-11-12",10.52
19,"2020-11-13",10.62
19,"2020-11-16",10.7
19,"2020-11-17",10.73
19,"2020-11-18",10.64
19,"2020-11-19",10.66
19,"2020-11-20",10.65
19,"2020-11-23",10.7
19,"2020-11-24",10.82
19,"2020-11-25",10.82
19,"2020-11-27",10.81
20,"2020-07-22",0.27
20,"2020-07-23",0.27
20,"2020-07-24",0.27
20,"2020-07-27",0.27
20,"2020-07-28",0.27
20,"2020-07-29",0.27
20,"2020-07-30",0.27
20,"2020-07-31",0.27
20,"2020-08-03",0.27
20,"2020-08-04",0.27
20,"2020-08-05",0.27
20,"2020-08-06",0.27
20,"2020-08-07",0.27
20,"2020-08-10",0.27
20,"2020-08-11",0.27
20,"2020-08-12",0.27
20,"2020-08-13",0.27
20,"2020-08-14",0.27
20,"2020-08-17",0.27
20,"2020-08-18",0.27
20,"2020-08-19",0.27
20,"2020-08-20",0.27
20,"2020-08-21",0.27
20,"2020-08-24",0.27
20,"2020-08-25",0.27
20,"2020-08-26",0.27
20,"2020-08-27",0.27
20,"2020-08-28",0.27
20,"2020-08-31",0.27
20,"2020-09-01",0.27
20,"2020-09-02",0.27
20,"2020-09-03",0.27
20,"2020-09-04",0.27
20,"2020-09-08",0.27
20,"2020-09-09",0.27
20,"2020-09-10",0.27
21,"2020-01-02",7.43
21,"2020-01-03",7.4
21,"2020-01-06",7.41
21,"2020-01-07",7.4
21,"2020-01-08",7.42
21,"2020-01-09",7.45
21,"2020-01-10",7.44
21,"2020-01-13",7.48
21,"2020-01-14",7.48
21,"2020-01-15",7.49
21,"2020-01-16",7.53
21,"2020-01-17",7.54
21,"2020-01-21",7.51
21,"2020-01-22",7.52
21,"2020-01-23",7.53
21,"2020-01-24",7.48
21,"2020-01-27",7.38
21,"2020-01-28",7.43
21,"2020-01-29",7.43
21,"2020-01-30",7.43
21,"2020-01-31",7.33
21,"2020-02-03",7.38
21,"2020-02-04",7.47
21,"2020-02-05",7.52
21,"2020-02-06",7.53
21,"2020-02-07",7.48
21,"2020-02-10",7.52
21,"2020-02-11",7.56
21,"2020-02-12",7.6
21,"2020-02-13",7.6
21,"2020-02-14",7.6
21,"2020-02-18",7.59
21,"2020-02-19",7.62
21,"2020-02-20",7.6
21,"2020-02-21",7.55
21,"2020-02-24",7.35
21,"2020-02-25",7.2
21,"2020-02-26",7.17
21,"2020-02-27",6.97
21,"2020-02-28",6.92
21,"2020-03-02",7.08
21,"2020-03-03",6.99
21,"2020-03-04",7.17
21,"2020-03-05",7.0
21,"2020-03-06",6.9
21,"2020-03-09",6.46
21,"2020-03-10",6.64
21,"2020-03-11",6.37
21,"2020-03-12",5.86
21,"2020-03-13",6.17
21,"2020-03-16",5.61
21,"2020-03-17",5.77
21,"2020-03-18",5.45
21,"2020-03-19",5.53
21,"2020-03-20",5.41
21,"2020-03-23",5.33
21,"2020-03-24",5.71
21,"2020-03-25",5.83
21,"2020-03-26",6.1
21,"2020-03-27",5.95
21,"2020-03-30",6.07
21,"2020-03-31",6.02
21,"2020-04-01",5.8
21,"2020-04-02",5.87
21,"2020-04-03",5.78
21,"2020-04-06",6.09
21,"2020-04-07",6.12
21,"2020-04-08",6.27
21,"2020-04-09",6.38
21,"2020-04-13",6.31
21,"2020-04-14",6.46
21,"2020-04-15",6.33
21,"2020-04-16",6.34
21,"2020-04-17",6.49
21,"2020-04-20",6.41
21,"2020-04-21",6.27
21,"2020-04-22",6.37
21,"2020-04-23",6.38
21,"2020-04-24",6.44
21,"2020-04-27",6.54
21,"2020-04-28",6.55
21,"2020-04-29",6.71
21,"2020-04-30",6.62
21,"2020-05-01",6.46
21,"2020-05-04",6.48
21,"2020-05-05",6.53
21,"2020-05-06",6.51
21,"2020-05-07",6.59
21,"2020-05-08",6.69
21,"2020-05-11",6.69
21,"2020-05-12",6.58
21,"2020-05-13",6.49
21,"2020-05-14",6.53
21,"2020-05-15",6.55
21,"2020-05-18",6.74
21,"2020-05-19",6.7
21,"2020-05-20",6.8
21,"2020-05-21",6.77
21,"2020-05-22",6.78
21,"2020-05-26",6.89
21,"2020-05-27",6.97
21,"2020-05-28",6.96
21,"2020-05-29",7.0
21,"2020-06-01",7.05
21,"2020-06-02",7.12
21,"2020-06-03",7.21
21,"2020-06-04",7.17
21,"2020-06-05",7.3
21,"2020-06-08",7.37
21,"2020-06-09",7.31
21,"2020-06-10",7.28
21,"2020-06-11",6.94
21,"2020-06-12",7.02
21,"2020-06-15",7.07
21,"2020-06-16",7.17
21,"2020-06-17",7.16
21,"2020-06-18",7.16
21,"2020-06-19",7.15
21,"2020-06-22",7.19
21,"2020-06-23",7.2
21,"2020-06-24",7.06
21,"2020-06-25",7.12
21,"2020-06-26",7.03
21,"2020-06-29",7.08
21,"2020-06-30",7.15
21,"2020-07-01",7.18
21,"2020-07-02",7.22
21,"2020-07-06",7.32
21,"2020-07-07",7.26
21,"2020-07-08",7.32
21,"2020-07-09",7.28
21,"2020-07-10",7.33
21,"2020-07-13",7.26
21,"2020-07-14",7.33
21,"2020-07-15",7.41
21,"2020-07-16",7.41
21,"2020-07-17",7.42
21,"2020-07-20",7.48
21,"2020-07-21",7.5
21,"2020-07-22",7.53
21,"2020-07-23",7.48
21,"2020-07-24",7.44
21,"2020-07-27",7.5
21,"2020-07-28",7.46
21,"2020-07-29",7.55
21,"2020-07-30",7.52
21,"2020-07-31",7.5
21,"2020-08-03",7.57
21,"2020-08-04",7.6
21,"2020-08-05",7.65
21,"2020-08-06",7.66
21,"2020-08-07",7.65
21,"2020-08-10",7.65
21,"2020-08-11",7.63
21,"2020-08-12",7.71
21,"2020-08-13",7.7
21,"2020-08-14",7.68
21,"2020-08-17",7.73
21,"2020-08-18",7.73
21,"2020-08-19",7.7
21,"2020-08-20",7.7
21,"2020-08-21",7.7
21,"2020-08-24",7.76
21,"2020-08-25",7.78
21,"2020-08-26",7.83
21,"2020-08-27",7.82
21,"2020-08-28",7.86
21,"2020-08-31",7.85
21,"2020-09-01",7.9
21,"2020-09-02",7.98
21,"2020-09-03",7.77
21,"2020-09-04",7.72
21,"2020-09-08",7.58
21,"2020-09-09",7.69
21,"2020-09-10",7.6
21,"2020-09-11",7.61
21,"2020-09-14",7.71
21,"2020-09-15",7.75
21,"2020-09-16",7.74
21,"2020-09-17",7.71
21,"2020-09-18",7.66
21,"2020-09-21",7.57
21,"2020-09-22",7.61
21,"2020-09-23",7.49
21,"2020-09-24",7.49
21,"2020-09-25",7.56
21,"2020-09-28",7.67
21,"2020-09-29",7.66
21,"2020-09-30",7.69
21,"2020-10-01",7.74
21,"2020-10-02",7.71
21,"2020-10-05",7.82
21,"2020-10-06",7.78
21,"2020-10-07",7.87
21,"2020-10-08",7.92
21,"2020-10-09",7.98
21,"2020-10-12",8.04
21,"2020-10-13",8.01
21,"2020-10-14",7.98
21,"2020-10-15",7.96
21,"2020-10-16",7.96
21,"2020-10-19",7.89
21,"2020-10-20",7.92
21,"2020-10-21",7.89
21,"2020-10-22",7.91
21,"2020-10-23",7.94
21,"2020-10-26",7.82
21,"2020-10-27",7.8
21,"2020-10-28",7.61
21,"2020-10-29",7.66
21,"2020-10-30",7.58
21,"2020-11-02",7.66
21,"2020-11-03",7.79
21,"2020-11-04",7.91
21,"2020-11-05",8.05
21,"2020-11-06",8.05
21,"2020-11-09",8.11
21,"2020-11-10",8.1
21,"2020-11-11",8.15
21,"2020-11-12",8.09
21,"2020-11-13",8.18
21,"2020-11-16",8.26
21,"2020-11-17",8.26
21,"2020-11-18",8.21
21,"2020-11-19",8.25
21,"2020-11-20",8.25
21,"2020-11-23",8.29
21,"2020-11-24",8.38
21,"2020-11-25",8.38
21,"2020-11-27",8.42
22,"2020-01-02",10.5
22,"2020-01-03",10.52
22,"2020-01-06",10.54
22,"2020-01-07",10.49
22,"2020-01-08",10.48
22,"2020-01-09",10.49
22,"2020-01-10",10.51
22,"2020-01-13",10.57
22,"2020-01-14",10.58
22,"2020-01-15",10.63
22,"2020-01-16",10.68
22,"2020-01-17",10.7
22,"2020-01-21",10.69
22,"2020-01-22",10.67
22,"2020-01-23",10.69
22,"2020-01-24",10.66
22,"2020-01-27",10.56
22,"2020-01-28",10.6
22,"2020-01-29",10.58
22,"2020-01-30",10.59
22,"2020-01-31",10.51
22,"2020-02-03",10.52
22,"2020-02-04",10.56
22,"2020-02-05",10.6
22,"2020-02-06",10.61
22,"2020-02-07",10.58
22,"2020-02-10",10.61
22,"2020-02-11",10.68
22,"2020-02-12",10.72
22,"2020-02-13",10.74
22,"2020-02-14",10.79
22,"2020-02-18",10.79
22,"2020-02-19",10.78
22,"2020-02-20",10.79
22,"2020-02-21",10.78
22,"2020-02-24",10.61
22,"2020-02-25",10.44
22,"2020-02-26",10.36
22,"2020-02-27",10.06
22,"2020-02-28",9.89
22,"2020-03-02",10.15
22,"2020-03-03",10.16
22,"2020-03-04",10.43
22,"2020-03-05",10.29
